RUN_SPEED_BASE	1
MOVE_SPEED_PERCENT	2
MAX_JUMP_COUNT	3
GRAVITY_BASE	4
GRAVITY_PERCENT	5
JUMP_SPEED_BASE	6
JUMP_SPEED_PERCENT	7
DROP_DEFENCE	8
DIVING_FRAME_BASE	9
DIVING_FRAME_PERCENT	10
WATER_FLY_ABILITY	11
STRENGTH_BASE	12
STRENGTH_BASE_PERCENT_ADD	13
AGILITY_BASE	14
AGILITY_BASE_PERCENT_ADD	15
VITALITY_BASE	16
VITALITY_BASE_PERCENT_ADD	17
SPIRIT_BASE	18
SPIRIT_BASE_PERCENT_ADD	19
SPUNK_BASE	20
SPUNK_BASE_PERCENT_ADD	21
TRANSMIT_TRAIN	22
MAX_TRAIN_VALUE	23
BASE_VENATION_COF	24
PHYSICS_VENATION_COF	25
MAGIC_VENATION_COF	26
ASSIST_VENATION_COF	27
BASE_POTENTIAL_ADD	28
CURRENT_LIFE	29
MAX_LIFE_BASE	30
MAX_LIFE_PERCENT_ADD	31
MAX_LIFE_ADDITIONAL	32
LIFE_REPLENISH	33
LIFE_REPLENISH_PERCENT	34
LIFE_REPLENISH_COEFFICIENT	35
LIFE_REPLENISH_EXT	36
CURRENT_MANA	37
MAX_MANA_BASE	38
MAX_MANA_PERCENT_ADD	39
MAX_MANA_ADDITIONAL	40
MANA_PERCENT_ADD	41
MANA_REPLENISH	42
MANA_REPLENISH_PERCENT	43
MANA_REPLENISH_COEFFICIENT	44
MANA_REPLENISH_EXT	45
CURRENT_RAGE	46
MAX_RAGE	47
RAGE_REPLENISH	48
CURRENT_ENERGY	49
MAX_ENERGY	50
ENERGY_REPLENISH	51
SUN_POWER_VALUE	52
MOON_POWER_VALUE	53
CURRENT_SUN_ENERGY	54
MAX_SUN_ENERGY	55
SUN_ENERGY_ADD_PERCENT	56
SUN_ENERGY_REPLENISH	57
SUN_ENERGY_FALL_OFF	58
CURRENT_MOON_ENERGY	59
MAX_MOON_ENERGY	60
MOON_ENERGY_ADD_PERCENT	61
MOON_ENERGY_REPLENISH	62
MOON_ENERGY_FALL_OFF	63
CURRENT_STAMINA	64
CURRENT_THEW	65
ACTIVE_THREAT_COEFFICIENT	66
PASSIVE_THREAT_COEFFICIENT	67
DODGE	68
DODGE_BASE_RATE	69
PARRY_BASE_RATE	70
PARRY_BASE	71
PARRY_PERCENT	72
PARRYVALUE_BASE	73
PARRYVALUE_PERCENT	74
SENSE	75
STRAIN_BASE	76
STRAIN_PERCENT	77
TOUGHNESS_BASE_RATE	78
TOUGHNESS_BASE	79
TOUGHNESS_PERCENT	80
DECRITICAL_DAMAGE_POWER_BASE_KILONUM_RATE	81
DECRITICAL_DAMAGE_POWER_BASE	82
DECRITICAL_DAMAGE_POWER_PERCENT	83
POSITIVE_SHIELD	84
NEGATIVE_SHIELD	85
GLOBAL_RESIST_PERCENT	86
GLOBAL_BLOCK	87
GLOBAL_THERAPY_ABSORB	88
GLOBAL_DAMAGE_ABSORB	89
GLOBAL_DAMAGE_ABSORB_BY_SELF_MAX_LIFE	90
GLOBAL_DAMAGE_ABSORB_BY_SELF_SPIRIT	91
GLOBAL_DAMAGE_ABSORB_BY_SELF_AGILITY	92
GLOBAL_DAMAGE_ABSORB_BY_SELF_VITALITY	93
GLOBAL_DAMAGE_MANA_SHIELD	94
DAMAGE_TO_LIFE_FOR_SELF	95
DAMAGE_TO_MANA_FOR_SELF	96
BEAT_BACK_RATE	97
KNOCKED_BACK_RATE	98
KNOCKED_OFF_RATE	99
KNOCKED_DOWN_RATE	100
PULL_RATE	101
REPULSED_RATE	102
IMMORTAL	103
MOUNTING_RATE	104
MELEE_WEAPON_DAMAGE_BASE	105
MELEE_WEAPON_DAMAGE_PERCENT	106
MELEE_WEAPON_DAMAGE_RAND	107
MELEE_WEAPON_DAMAGE_RAND_PERCENT	108
RANGE_WEAPON_DAMAGE_BASE	109
RANGE_WEAPON_DAMAGE_PERCENT	110
RANGE_WEAPON_DAMAGE_RAND	111
RANGE_WEAPON_DAMAGE_RAND_PERCENT	112
SKILL_PHYSICS_DAMAGE	113
SKILL_PHYSICS_DAMAGE_RAND	114
SKILL_PHYSICS_DAMAGE_PERCENT	115
PHYSICS_DAMAGE_COEFFICIENT	116
PHYSICS_ATTACK_POWER_BASE	117
PHYSICS_ATTACK_POWER_PERCENT	118
PHYSICS_HIT_BASE_RATE	119
PHYSICS_HIT_VALUE	120
PHYSICS_CRITICAL_STRIKE_BASE_RATE	121
PHYSICS_CRITICAL_STRIKE	122
PHYSICS_CRITICAL_DAMAGE_POWER_BASE_KILONUM_RATE	123
PHYSICS_CRITICAL_DAMAGE_POWER_BASE	124
PHYSICS_CRITICAL_DAMAGE_POWER_PERCENT	125
PHYSICS_OVERCOME_BASE	126
PHYSICS_OVERCOME_PERCENT	127
PHYSICS_RESIST_PERCENT	128
PHYSICS_DEFENCE_ADD	129
PHYSICS_DEFENCE_MAX	130
PHYSICS_SHIELD_BASE	131
PHYSICS_SHIELD_PERCENT	132
PHYSICS_SHIELD_ADDITIONAL	133
PHYSICS_REFLECTION	134
PHYSICS_REFLECTION_PERCENT	135
PHYSICS_BLOCK	136
PHYSICS_DAMAGE_ABSORB	137
PHYSICS_DAMAGE_MANA_SHIELD	138
ALL_TYPE_HIT_VALUE	139
ALL_TYPE_CRITICAL_STRIKE	140
ALL_TYPE_CRITICAL_DAMAGE_POWER_BASE	141
SKILL_MAGIC_DAMAGE	142
MAGIC_ATTACK_POWER_BASE	143
MAGIC_ATTACK_POWER_PERCENT	144
MAGIC_CRITICAL_STRIKE	145
MAGIC_SHIELD	146
MAGIC_CRITICAL_DAMAGE_POWER_BASE_KILONUM_RATE	147
MAGIC_CRITICAL_DAMAGE_POWER_BASE	148
MAGIC_CRITICAL_DAMAGE_POWER_PERCENT	149
MAGIC_OVERCOME	150
MAGIC_HIT_BASE_RATE	151
MAGIC_HIT_VALUE	152
SKILL_SOLAR_DAMAGE	153
SKILL_SOLAR_DAMAGE_RAND	154
