KPlayer	720	385	344	1	4	DRIFT
KPlayerServer	560	398	184	1	0	DRIFT
KRelayClient	374	240	154	0	0	DRIFT
KScriptFuncList	217	95	123	0	0	DRIFT
KItemList	161	94	70	0	0	DRIFT
KCharacter	263	210	54	0	0	DRIFT
KScene	148	108	41	0	0	DRIFT
KLogClient	59	24	41	0	0	DRIFT
KDomesticate	38	0	31	7	0	NEW
KNpc	86	63	26	0	0	DRIFT
KDiamondManager	27	0	25	2	0	NEW
KStatDataServer	58	36	22	0	0	DRIFT
KHairShop	21	0	19	2	0	NEW
KExterior	34	11	19	5	0	DRIFT
KGMoveProcessor	22	0	18	4	0	NEW
KExteriorBox	42	23	17	1	10	DRIFT
KDesignation	31	15	16	1	0	DRIFT
KSkillManager	54	43	15	0	0	DRIFT
KTongServer	13	0	13	0	0	NEW
KLocalGSDataStat	13	0	13	0	0	NEW
KTongDiplomacyCache	14	0	12	2	0	NEW
KTalentSkill	14	0	12	2	0	NEW
KDropCenter	33	22	11	0	0	DRIFT
KRewardsShop	12	0	10	2	0	NEW
KRegressionPlayerData	12	0	10	2	0	NEW
KRegressionManager	12	0	10	2	0	NEW
KNewExtPointManager	12	0	10	2	0	NEW
KMiniAvatar	14	0	10	4	0	NEW
KFellowPetBox	16	0	10	6	0	NEW
KCampInfo	27	17	10	1	0	DRIFT
KActivityMgrServer	12	0	10	2	0	NEW
KSkill	71	63	8	0	0	DRIFT
KDomesticateCenter	10	0	8	2	0	NEW
KScriptCenter	34	27	7	0	0	DRIFT
KManualDropList	13	0	7	6	0	NEW
KHairBox	14	0	7	7	0	NEW
KShopCenter	19	14	6	1	0	DRIFT
KShop	20	14	6	0	0	DRIFT
KMiniAvatarSettings	8	0	6	2	0	NEW
KSkillList	25	20	5	0	0	DRIFT
KSO3World	26	21	5	0	0	DRIFT
KRewardsShopSettings	7	0	5	2	0	NEW
KRewardsBox	9	0	5	4	0	NEW
KQuestInfoList	13	8	5	0	0	DRIFT
KNpcTemplateList	14	9	5	0	0	DRIFT
KFellowPetMgr	8	0	5	3	0	NEW
KAntiFarmerServer	8	0	5	3	0	NEW
KTradingBox	24	20	4	0	0	DRIFT
KQuestList	62	58	4	0	0	DRIFT
KNpcAdronTab	6	0	4	2	0	NEW
KGMList	6	3	4	0	0	DRIFT
KGJumpList	6	0	4	2	0	NEW
KDoodad	61	57	4	0	0	DRIFT
KDirectMentorCache	18	0	4	14	0	NEW
KCurrency	7	0	4	3	0	NEW
KBuffList	40	36	4	0	0	DRIFT
KAchievement	17	12	4	1	0	DRIFT
KWorldSettings	7	2	3	0	2	DRIFT
KSkillRecipeList	20	17	3	0	0	DRIFT
KRankListServer	5	0	3	2	0	NEW
KPlayerRelatedPetAttrImportParam	3	0	3	0	0	NEW
KPlayerRelatedPetAttrExportParam	3	0	3	0	0	NEW
KPKController	29	34	3	0	0	DRIFT
KModelInfo	5	0	3	2	0	NEW
KLootList	34	32	3	0	0	DRIFT
KCurrencyList	8	0	3	5	0	NEW
KCampActiveStat	7	0	3	4	0	NEW
KAntiFarmerSettings	5	0	3	2	0	NEW
KTongConstList	4	0	2	2	0	NEW
KSkillRectangleTravFunc	2	0	2	0	0	NEW
KSimpThreatList	32	32	2	0	0	DRIFT
KRoadManager	30	28	2	0	0	DRIFT
KReputeLootBuffList	4	0	2	2	0	NEW
KReputation	13	13	2	0	0	DRIFT
KMoneyDropList	7	5	2	0	0	DRIFT
KMentorCache	16	14	2	0	0	DRIFT
KLevelDropList	6	7	2	0	0	DRIFT
KGMoveParam	2	0	2	0	0	NEW
KDropList	8	6	2	0	0	DRIFT
KCharacterStealthChangedFunc	2	0	2	0	0	NEW
KCharacterDisarmChangedFunc	2	0	2	0	0	NEW
KCharacterCounterStealthChangedFunc	2	0	2	0	0	NEW
KBroadcastCastSkillFunc	2	0	2	0	0	NEW
KBandwidthOptimizeTacticsManager	2	0	2	0	0	NEW
SYNC_SPRINT_FLAGS	1	0	1	0	0	NEW
SYNC_MOVE_STATE	1	0	1	0	0	NEW
SYNC_MOVE_SPEED	1	0	1	0	0	NEW
SYNC_MOVE_CTRL	1	0	1	0	0	NEW
KRecorderSceneLoaderReplay	6	5	1	0	0	DRIFT
KRecorderSceneLoaderRecord	10	9	1	0	0	DRIFT
KRecorderSceneLoaderNormal	10	9	1	0	0	DRIFT
KRecipeList	13	12	1	0	0	DRIFT
KNpcTemplate	1	0	1	0	0	NEW
KNpcReviveManager	22	20	1	1	0	DRIFT
KMoveProcessTraverseFunc	1	0	1	0	0	NEW
KGetAllCopyIndexByMapIDFunc	1	0	1	0	0	NEW
KG_SocketServerAcceptor	7	5	1	1	0	DRIFT
KG_AsyncSocketStream	12	11	1	0	0	DRIFT
KGWConstList	4	3	1	0	0	DRIFT
KDoodadReviveManager	16	14	1	1	0	DRIFT
KActivityEndNotifySceneFunc	1	0	1	0	0	NEW
KAchievementInfoList	6	5	1	0	0	DRIFT
KAIPatrolGroupManager	14	14	1	0	0	DRIFT
KAIManager	10	9	1	0	0	DRIFT
GetSkillRecipeTraverseFunc	1	0	1	0	0	NEW
K_GET_PLAYER_SKILL_RECIPE	2	2	0	0	0	DRIFT
KWeaponTypeList	5	5	0	0	0	DRIFT
KUserPreferences	9	9	0	0	0	DRIFT
KTraverseScenePlayerFunc	1	1	0	0	0	DRIFT
KTraverseSceneNpcFunc	1	1	0	0	0	DRIFT
KTraverseSceneFunc	1	1	0	0	0	DRIFT
KTraverseSceneDoodadFunc	1	1	0	0	0	DRIFT
KTraversePlayerFunc	1	1	0	0	0	DRIFT
KTransmissionList	5	5	0	0	0	DRIFT
KTimeLimitationBindItemMgr	13	13	0	0	0	DRIFT
KThreatLink	5	5	0	0	0	DRIFT
KTerrainScene	7	7	0	0	0	DRIFT
KTeamServer	15	15	0	0	0	DRIFT
KTeamBroadcast	2	2	0	0	0	DRIFT
KTarget	15	15	0	0	0	DRIFT
KSmartDialogList	4	4	0	0	0	DRIFT
KSkillSectorTravFunc	2	2	0	0	0	DRIFT
KSkillRecipePointer	4	4	0	0	0	DRIFT
KSkillDebug	11	11	0	0	0	DRIFT
KSkillAreaTravFunc	2	2	0	0	0	DRIFT
KSimpThreatNode	1	1	0	0	0	DRIFT
KSearchVisiblePlayerClosest	1	1	0	0	0	DRIFT
KSearchForTeamMember	1	1	0	0	0	DRIFT
KSearchForMultiCharacterAddThreatList	1	1	0	0	0	DRIFT
KSearchForCharacter	1	1	0	0	0	DRIFT
KSearchForAnyVisiblePlayer	1	1	0	0	0	DRIFT
KSearchForAnyDoodad	1	1	0	0	0	DRIFT
KSearchForAnyCharacter	1	1	0	0	0	DRIFT
KSearchBustupCharacterList	1	1	0	0	0	DRIFT
KScriptServer	13	13	0	0	0	DRIFT
KSceneObject	9	10	0	0	0	DRIFT
KSceneObjNode	2	2	0	0	0	DRIFT
KSO3GameServer	6	6	0	0	0	DRIFT
KReputationLimit	6	6	0	0	0	DRIFT
KRelationList	4	4	0	0	0	DRIFT
KRegisterNewNpcFunc	1	1	0	0	0	DRIFT
KRegisterNewDoodadFunc	1	1	0	0	0	DRIFT
KRegion	40	43	0	0	0	DRIFT
KRecorderToolsReplay	3	3	0	0	0	DRIFT
KRecorderToolsRecord	3	3	0	0	0	DRIFT
KRecorderToolsNormal	3	3	0	0	0	DRIFT
KRecorderSocketStreamReplay	13	13	0	0	0	DRIFT
KRecorderSocketStreamRecord	13	13	0	0	0	DRIFT
KRecorderSocketServerReplay	6	6	0	0	0	DRIFT
KRecorderSocketServerRecord	6	6	0	0	0	DRIFT
KRecorderSocketServerNormal	6	6	0	0	0	DRIFT
KRecorderSocketClientReplay	4	4	0	0	0	DRIFT
KRecorderSocketClientRecord	4	4	0	0	0	DRIFT
KRecorderSocketClientNormal	4	4	0	0	0	DRIFT
KRecorderFactoryReplay	7	7	0	0	0	DRIFT
KRecorderFactoryRecord	7	7	0	0	0	DRIFT
KRecorderFactoryNormal	7	7	0	0	0	DRIFT
KRecorderAsyncSocketStreamReplay	13	13	0	0	0	DRIFT
KRecorderAsyncSocketStreamRecord	13	13	0	0	0	DRIFT
KRecipeMaster	7	7	0	0	0	DRIFT
KRecipeBase	2	2	0	0	0	DRIFT
KQuestInfo	1	1	0	0	0	DRIFT
KProtocolReplayer	6	6	0	0	0	DRIFT
KProtocolRecorder	5	5	0	0	0	DRIFT
KProfessionManager	18	18	0	0	0	DRIFT
KProfessionList	20	20	0	0	0	DRIFT
KProfession	5	5	0	0	0	DRIFT
KPendentOldDataInfoList	2	0	0	2	0	NEW
KPatrolPathList	9	9	0	0	0	DRIFT
KPatrolPath	10	10	0	0	0	DRIFT
KPatrolGroup	1	1	0	0	0	DRIFT
KNpcTeamList	8	8	0	0	0	DRIFT
KNpcOrderManager	4	4	0	0	0	DRIFT
KNpcFile	8	8	0	0	0	DRIFT
KNpcClassList	7	7	0	0	0	DRIFT
KMapListFile	3	3	0	0	0	DRIFT
KLevelUpList	7	7	0	0	0	DRIFT
KLevelMoneyDropList	6	6	0	0	0	DRIFT
KInventory	6	8	0	0	0	DRIFT
KIndividualDropList	6	6	0	0	0	DRIFT
KGlobalSystemValueCache	1	1	0	0	0	DRIFT
KGetSceneFunc	1	1	0	0	0	DRIFT
KGetMapInfoFunc	1	1	0	0	0	DRIFT
KGetAllTeamMember	1	1	0	0	0	DRIFT
KGameServerEyes	11	11	0	0	0	DRIFT
KGameCardInfoList	5	5	0	0	0	DRIFT
